chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
senate,K000384,Kaine,VA,,Democrat,73,0.342465753424658,0.43003695,-5.32370582
senate,K000393,Kennedy,LA,,Republican,73,0.89041095890411,0.84936372,19.63911856
senate,L000174,Leahy,VT,,Democrat,73,0.246575342465753,0.20953493,-26.40835124
senate,L000575,Lankford,OK,,Republican,73,0.917808219178082,0.92803265,36.39118454
senate,L000577,Lee,UT,,Republican,73,0.821917808219178,0.8346236,18.07933323
senate,M000133,Markey,MA,,Democrat,72,0.125,0.20824563,-27.19670645
senate,M000303,McCain,AZ,,Republican,53,0.830188679245283,0.61164701,3.54559463
senate,M000355,McConnell,KY,,Republican,72,0.958333333333333,0.90989681,29.83745022
senate,M000639,Menéndez,NJ,,Democrat,71,0.225352112676056,0.28217121,-14.1026978
senate,M000934,Moran,KS,,Republican,72,0.944444444444444,0.85595909,20.60221107
senate,M001111,Murray,WA,,Democrat,73,0.232876712328767,0.28644881,-15.4790881
senate,M001153,Murkowski,AK,,Republican,72,0.833333333333333,0.79479098,14.73064079
senate,M001169,Murphy,CT,,Democrat,72,0.25,0.30501559,-13.63938672
senate,M001170,McCaskill,MO,,Democrat,72,0.458333333333333,0.84040678,18.637117
senate,M001176,Merkley,OR,,Democrat,73,0.0958904109589041,0.33912446,-10.97781682
senate,M001183,Manchin,WV,,Democrat,73,0.616438356164384,0.93448004,42.15364679
senate,N000032,Nelson,FL,,Democrat,72,0.430555555555556,0.56354823,1.19862561
senate,P000449,Portman,OH,,Republican,73,0.945205479452055,0.69766072,8.1295744
senate,P000595,Peters,MI,,Democrat,72,0.319444444444444,0.54063795,0.22303327
senate,P000603,Paul,KY,,Republican,70,0.742857142857143,0.90996155,29.83745022
senate,P000612,Perdue,GA,,Republican,72,0.944444444444444,0.63747935,5.15937819
senate,R000122,Reed,RI,,Democrat,73,0.26027397260274,0.28615576,-15.50854907
senate,R000307,Roberts,KS,,Republican,73,0.972602739726027,0.8576619,20.60221107
senate,R000584,Risch,ID,,Republican,73,0.904109589041096,0.91750694,31.76941855
senate,R000595,Rubio,FL,,Republican,72,0.972222222222222,0.55688178,1.19862561
senate,R000605,Rounds,SD,,Republican,73,0.931506849315068,0.91096849,29.79332222
senate,S000033,Sanders,VT,,Independent,73,0.10958904109589,0.20953493,-26.40835124
senate,S000148,Schumer,NY,,Democrat,73,0.246575342465753,0.23119432,-22.49045614
senate,S000320,Shelby,AL,,Republican,73,0.958904109589041,0.90252129,27.72514661
senate,S000770,Stabenow,MI,,Democrat,73,0.315068493150685,0.54094301,0.22303327
senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
senate,S001181,Shaheen,NH,,Democrat,73,0.342465753424658,0.52861592,-0.36766386
senate,S001184,Scott,SC,,Republican,73,0.958904109589041,0.79126087,14.2659129
senate,S001194,Schatz,HI,,Democrat,73,0.246575342465753,0.18458428,-32.18281473
senate,S001197,Sasse,NE,,Republican,72,0.875,0.8913942,25.04859475
senate,S001198,Sullivan,AK,,Republican,70,0.942857142857143,0.7960073,14.73064079
senate,S001202,Strange,AL,,Republican,45,0.911111111111111,0.88745216,27.72514661
senate,S001203,Smith,MN,,Democrat,16,0.25,0.48686849,-1.52013048
senate,T000250,Thune,SD,,Republican,73,0.958904109589041,0.91096849,29.79332222
senate,T000461,Toomey,PA,,Republican,70,0.914285714285714,0.54480862,0.72426964
senate,T000464,Tester,MT,,Democrat,73,0.36986301369863,0.85616048,20.42273211
senate,T000476,Tillis,NC,,Republican,73,0.958904109589041,0.61212406,3.65522853
senate,U000039,Udall,NM,,Democrat,73,0.246575342465753,0.38008219,-8.2132684
senate,V000128,Van Hollen,MD,,Democrat,72,0.222222222222222,0.21239106,-26.41643951
senate,W000437,Wicker,MS,,Republican,73,0.972602739726027,0.83207464,17.82624982
senate,W000779,Wyden,OR,,Democrat,73,0.164383561643836,0.33912446,-10.97781682
senate,W000802,Whitehouse,RI,,Democrat,73,0.246575342465753,0.28615576,-15.50854907
senate,W000805,Warner,VA,,Democrat,73,0.438356164383562,0.43003695,-5.32370582
senate,W000817,Warren,MA,,Democrat,73,0.0958904109589041,0.20571177,-27.19670645
senate,Y000064,Young,IN,,Republican,73,0.945205479452055,0.84505848,19.16519376
